1,for,other,have,up,service,,,,,,,,,,,,,,,,,,,,,,,
0,because,it,,,,,,,,,,,,,,,,,,,,,,,,,,
0,of,was,like,by,,,,,,,,,,,,,,,,,,,,,,,,
0,also,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,to,and,a,that,on,our,you,when,more,at,were,here,would,so,he,restaurant,not,order,really,good,their,your,all,much,us,meal,different,overall
0,even,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,table,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,down,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,polenta,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,little,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,as,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,everything,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,always,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,get,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,ordered,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,quite,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,only,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,home,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,better,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,staff,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,try,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,went,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,got,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,steak,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,made,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,room,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,first,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,they,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,nice,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,i,or,with,we,be,this,something,didnt,me,dont,if,,,,,,,,,,,,,,,,,
0,best,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,definitely,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,wei,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,eat,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,then,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,will,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,times,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,about,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,did,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,too,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,back,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,side,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,time,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,salad,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,the,in,but,is,had,can,pretty,which,very,place,an,could,,,,,,,,,,,,,,,,
0,im,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,them,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,night,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,before,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,love,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,its,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,few,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,out,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,well,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,though,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,what,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,two,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,amazing,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,been,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,ive,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,take,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,great,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,food,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,are,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,think,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,from,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,menu,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,came,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,has,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,location,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,go,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,some,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,am,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,say,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,do,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,over,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,there,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,pei,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,my,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,one,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,just,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,than,,,,,,,,,,,,,,,,,,,,,,,,,,,